cohort_month,market,region,device_type,households,activation_rate,first_week_hours,first_week_app_installs,trc_usage_rate,subscription_conversion_rate,monthly_streaming_hours,ad_supported_share,ad_impressions_per_hour,cpm,fill_rate,subscription_arpu,gross_margin,month_1_retention,month_3_retention,month_6_retention,month_12_retention,support_cost_per_household
2025-07,Canada,North America,Streaming Stick,2532,0.871,18.2,5.5,0.421,0.223,145.6,0.511,21.6,23.03,0.86,9.38,0.613,0.703,0.654,0.587,0.473,0.55
2025-07,Canada,North America,Streaming Box,1360,0.846,20.4,5.0,0.407,0.228,144.0,0.608,23.7,22.07,0.782,9.19,0.57,0.691,0.644,0.58,0.47,0.52
2025-07,Canada,North America,Partner TV,1419,0.767,18.8,5.2,0.378,0.218,119.3,0.653,20.4,25.23,0.702,8.68,0.484,0.682,0.632,0.564,0.449,0.5
2025-07,Mexico,Latin America,Smart TV OS,5680,0.89,18.6,5.5,0.436,0.128,145.3,0.585,22.2,9.07,0.757,4.79,0.562,0.652,0.607,0.547,0.442,0.25
2025-07,Mexico,Latin America,Streaming Stick,4350,0.662,14.0,4.3,0.303,0.115,111.8,0.588,20.5,9.66,0.707,5.0,0.612,0.61,0.563,0.498,0.391,0.23
2025-07,Mexico,Latin America,Streaming Box,1971,0.95,20.9,6.7,0.45,0.123,141.9,0.625,23.7,9.54,0.751,4.94,0.59,0.646,0.603,0.545,0.444,0.27
2025-07,Mexico,Latin America,Partner TV,2109,0.796,17.9,4.5,0.396,0.122,124.0,0.661,18.8,8.2,0.827,5.21,0.534,0.612,0.568,0.506,0.403,0.26
2025-07,Brazil,Latin America,Smart TV OS,6297,0.98,22.8,6.0,0.49,0.118,184.0,0.581,17.6,7.59,0.833,4.55,0.532,0.656,0.616,0.562,0.467,0.2
2025-07,Brazil,Latin America,Streaming Stick,5186,0.929,22.0,5.9,0.444,0.107,148.6,0.576,23.8,7.32,0.795,4.49,0.554,0.636,0.593,0.534,0.433,0.22
2025-07,Brazil,Latin America,Streaming Box,2279,0.98,24.3,6.4,0.554,0.118,157.8,0.731,22.4,8.18,0.773,4.58,0.572,0.656,0.616,0.561,0.464,0.21
2025-07,Brazil,Latin America,Partner TV,2174,0.795,19.8,5.6,0.427,0.111,136.1,0.705,22.5,8.24,0.806,4.52,0.55,0.623,0.579,0.52,0.418,0.23
2025-07,United Kingdom,Europe,Smart TV OS,4505,0.974,24.6,7.2,0.459,0.217,179.6,0.654,16.0,20.77,0.854,8.21,0.596,0.71,0.667,0.606,0.5,0.47
2025-07,United Kingdom,Europe,Streaming Stick,3559,0.92,21.1,5.0,0.413,0.192,155.3,0.644,20.1,21.7,0.839,8.71,0.531,0.683,0.637,0.573,0.464,0.45
2025-07,United Kingdom,Europe,Streaming Box,1561,0.98,26.3,6.7,0.577,0.221,189.8,0.515,18.0,22.52,0.875,8.83,0.552,0.741,0.698,0.638,0.533,0.52
2025-07,United Kingdom,Europe,Partner TV,1792,0.847,20.9,5.5,0.437,0.187,139.4,0.694,24.9,21.55,0.819,8.43,0.511,0.689,0.643,0.579,0.469,0.45
2025-07,Germany,Europe,Smart TV OS,3006,0.98,26.6,7.6,0.543,0.194,191.3,0.635,22.6,19.25,0.908,7.93,0.579,0.716,0.674,0.616,0.515,0.47
2025-07,Germany,Europe,Streaming Stick,2604,0.781,18.0,5.1,0.355,0.16,121.4,0.679,20.9,19.1,0.79,7.65,0.497,0.666,0.618,0.552,0.441,0.45
2025-07,Germany,Europe,Streaming Box,1187,0.98,22.5,6.3,0.49,0.185,160.7,0.586,24.0,19.27,0.811,8.06,0.544,0.698,0.654,0.593,0.488,0.47
2025-07,Germany,Europe,Partner TV,1241,0.9,19.2,5.6,0.462,0.181,137.9,0.654,24.2,16.32,0.789,8.29,0.527,0.683,0.637,0.572,0.463,0.45
2025-08,United States,North America,Smart TV OS,17849,0.98,23.1,6.0,0.503,0.261,147.0,0.567,18.5,29.69,0.864,9.72,0.549,0.729,0.682,0.617,0.505,0.6
2025-08,United States,North America,Streaming Stick,12742,0.908,20.6,6.2,0.419,0.258,141.2,0.626,19.9,34.51,0.799,9.79,0.578,0.713,0.665,0.599,0.485,0.53
2025-08,United States,North America,Streaming Box,6249,0.841,18.9,5.6,0.442,0.261,143.6,0.609,19.6,33.81,0.726,9.68,0.48,0.708,0.66,0.593,0.48,0.5
2025-08,United States,North America,Partner TV,6582,0.869,21.2,4.8,0.449,0.254,147.3,0.627,22.5,34.68,0.843,9.81,0.583,0.727,0.677,0.608,0.49,0.6
2025-08,Canada,North America,Smart TV OS,3726,0.98,24.4,7.2,0.448,0.206,169.7,0.563,22.5,24.07,0.806,8.66,0.592,0.738,0.691,0.627,0.515,0.46
2025-08,Canada,North America,Streaming Stick,2619,0.905,19.2,5.9,0.443,0.209,143.6,0.557,23.4,26.34,0.886,9.06,0.549,0.715,0.666,0.599,0.485,0.49
2025-08,Canada,North America,Streaming Box,1423,0.811,21.1,5.3,0.368,0.2,137.0,0.678,17.8,22.4,0.792,9.33,0.508,0.681,0.633,0.568,0.456,0.45
2025-08,Canada,North America,Partner TV,1365,0.695,16.2,4.8,0.35,0.206,128.4,0.585,25.8,25.15,0.844,8.74,0.522,0.664,0.614,0.547,0.433,0.52
2025-08,Mexico,Latin America,Smart TV OS,5545,0.98,26.1,7.9,0.573,0.131,189.6,0.648,23.9,8.88,0.749,4.86,0.524,0.704,0.664,0.608,0.511,0.25
2025-08,Mexico,Latin America,Streaming Stick,3833,0.976,23.3,5.9,0.454,0.124,152.8,0.581,22.6,8.88,0.834,4.95,0.54,0.671,0.628,0.568,0.465,0.24
2025-08,Mexico,Latin America,Streaming Box,2064,0.849,18.3,5.3,0.421,0.125,150.8,0.634,18.5,8.31,0.768,4.88,0.533,0.631,0.587,0.527,0.425,0.25
2025-08,Mexico,Latin America,Partner TV,1957,0.791,16.2,4.9,0.357,0.109,124.5,0.568,17.3,8.36,0.892,5.05,0.483,0.616,0.571,0.509,0.405,0.27
2025-08,Brazil,Latin America,Smart TV OS,7007,0.919,19.1,5.8,0.421,0.109,139.1,0.624,22.5,8.2,0.829,4.68,0.523,0.639,0.596,0.536,0.434,0.23
2025-08,Brazil,Latin America,Streaming Stick,4832,0.828,19.5,5.1,0.369,0.104,125.3,0.699,16.1,6.99,0.783,4.29,0.491,0.625,0.58,0.52,0.417,0.23
2025-08,Brazil,Latin America,Streaming Box,2335,0.838,20.3,5.5,0.386,0.117,138.5,0.586,16.9,7.12,0.806,4.71,0.497,0.631,0.587,0.527,0.424,0.23
2025-08,Brazil,Latin America,Partner TV,2296,0.713,15.9,4.2,0.359,0.101,123.3,0.627,25.1,7.53,0.759,4.34,0.546,0.602,0.556,0.493,0.389,0.21
2025-08,United Kingdom,Europe,Smart TV OS,4661,0.882,22.9,5.1,0.448,0.191,139.7,0.55,17.8,20.87,0.78,8.17,0.596,0.7,0.653,0.589,0.479,0.48
2025-08,United Kingdom,Europe,Streaming Stick,3401,0.765,18.3,5.2,0.397,0.174,126.0,0.712,18.4,19.15,0.764,8.2,0.499,0.662,0.613,0.547,0.435,0.51
2025-08,United Kingdom,Europe,Streaming Box,1587,0.816,20.0,5.5,0.413,0.208,142.7,0.673,21.9,19.93,0.712,8.14,0.534,0.68,0.633,0.568,0.458,0.49
2025-08,United Kingdom,Europe,Partner TV,1511,0.9,21.5,5.3,0.464,0.188,151.0,0.678,16.9,20.27,0.785,8.7,0.465,0.7,0.653,0.587,0.476,0.49
2025-08,Germany,Europe,Smart TV OS,2970,0.98,22.5,7.2,0.506,0.165,161.1,0.54,25.9,18.74,0.902,7.59,0.591,0.713,0.668,0.607,0.502,0.46
2025-08,Germany,Europe,Streaming Stick,2603,0.893,21.0,5.4,0.44,0.171,152.8,0.735,24.9,16.55,0.79,8.22,0.497,0.67,0.624,0.56,0.452,0.45
2025-08,Germany,Europe,Streaming Box,1116,0.98,22.8,6.2,0.518,0.19,167.5,0.596,20.1,16.85,0.917,7.95,0.537,0.703,0.66,0.601,0.498,0.49
2025-08,Germany,Europe,Partner TV,1253,0.786,20.2,5.8,0.382,0.158,134.6,0.738,22.6,19.01,0.806,7.84,0.527,0.664,0.616,0.552,0.442,0.45
2025-09,United States,North America,Smart TV OS,18208,0.98,26.6,7.7,0.557,0.247,189.5,0.611,18.6,29.89,0.837,9.69,0.516,0.763,0.718,0.654,0.544,0.58
2025-09,United States,North America,Streaming Stick,13043,0.869,19.1,5.7,0.39,0.236,150.7,0.616,20.5,32.85,0.756,10.16,0.558,0.71,0.661,0.594,0.479,0.53
2025-09,United States,North America,Streaming Box,6088,0.974,21.5,6.0,0.438,0.241,146.0,0.563,20.3,34.57,0.766,9.53,0.597,0.741,0.693,0.627,0.513,0.58
2025-09,United States,North America,Partner TV,5741,0.975,23.2,5.8,0.443,0.237,143.6,0.63,23.4,33.35,0.863,9.67,0.55,0.751,0.702,0.635,0.519,0.56
2025-09,Canada,North America,Smart TV OS,3329,0.883,18.4,5.1,0.376,0.203,124.9,0.575,17.4,25.03,0.862,9.16,0.587,0.707,0.658,0.59,0.475,0.47
2025-09,Canada,North America,Streaming Stick,2756,0.98,26.0,6.8,0.518,0.208,181.6,0.673,16.0,24.03,0.838,8.77,0.498,0.739,0.694,0.63,0.521,0.47
2025-09,Canada,North America,Streaming Box,1236,0.938,22.7,6.6,0.423,0.201,145.5,0.558,22.5,23.46,0.834,8.63,0.56,0.707,0.66,0.597,0.487,0.54
2025-09,Canada,North America,Partner TV,1464,0.724,19.0,5.0,0.4,0.188,120.6,0.564,19.5,24.97,0.827,9.07,0.542,0.662,0.614,0.547,0.435,0.52
2025-09,Mexico,Latin America,Smart TV OS,5054,0.855,19.7,5.4,0.414,0.128,153.4,0.634,22.8,8.45,0.793,4.98,0.519,0.656,0.612,0.551,0.447,0.23
2025-09,Mexico,Latin America,Streaming Stick,3863,0.871,18.2,4.8,0.446,0.119,130.4,0.576,25.2,8.64,0.741,5.02,0.578,0.636,0.591,0.531,0.427,0.27
2025-09,Mexico,Latin America,Streaming Box,2088,0.879,23.3,5.9,0.426,0.132,148.7,0.584,21.7,8.18,0.732,5.09,0.521,0.643,0.6,0.542,0.441,0.25
2025-09,Mexico,Latin America,Partner TV,1985,0.663,14.3,4.5,0.348,0.115,98.8,0.671,23.0,9.58,0.858,5.01,0.594,0.613,0.565,0.5,0.392,0.23
2025-09,Brazil,Latin America,Smart TV OS,5803,0.892,20.7,5.2,0.426,0.116,155.6,0.671,19.5,7.83,0.86,4.49,0.59,0.643,0.601,0.542,0.443,0.24
2025-09,Brazil,Latin America,Streaming Stick,4797,0.886,20.1,4.8,0.461,0.124,136.1,0.651,16.6,6.79,0.875,4.3,0.585,0.621,0.578,0.52,0.42,0.24
2025-09,Brazil,Latin America,Streaming Box,2455,0.914,21.4,5.3,0.492,0.115,144.0,0.644,23.1,7.95,0.733,4.65,0.557,0.635,0.594,0.538,0.441,0.24
2025-09,Brazil,Latin America,Partner TV,2267,0.755,19.1,4.5,0.333,0.107,116.3,0.625,18.9,7.53,0.881,4.63,0.566,0.601,0.557,0.497,0.395,0.2
2025-09,United Kingdom,Europe,Smart TV OS,4551,0.915,23.6,6.3,0.494,0.189,152.8,0.668,21.0,20.4,0.78,8.47,0.581,0.698,0.653,0.591,0.485,0.5
2025-09,United Kingdom,Europe,Streaming Stick,3198,0.937,23.0,6.4,0.457,0.207,152.9,0.595,24.9,19.05,0.831,8.2,0.548,0.72,0.674,0.611,0.501,0.47
2025-09,United Kingdom,Europe,Streaming Box,1787,0.898,21.3,6.7,0.433,0.2,161.7,0.57,21.5,22.87,0.832,8.29,0.556,0.716,0.669,0.604,0.492,0.5
2025-09,United Kingdom,Europe,Partner TV,1494,0.787,20.0,5.9,0.367,0.195,123.4,0.666,21.2,22.71,0.803,8.76,0.54,0.687,0.639,0.572,0.46,0.46
2025-09,Germany,Europe,Smart TV OS,2944,0.971,23.0,5.5,0.47,0.166,142.3,0.603,16.6,19.26,0.839,7.86,0.541,0.687,0.643,0.582,0.477,0.44
2025-09,Germany,Europe,Streaming Stick,2413,0.918,18.7,6.2,0.464,0.17,151.7,0.589,21.6,17.38,0.808,7.6,0.46,0.677,0.63,0.567,0.459,0.43
2025-09,Germany,Europe,Streaming Box,1089,0.854,18.7,5.9,0.391,0.16,139.4,0.546,21.6,16.2,0.77,8.38,0.539,0.671,0.624,0.56,0.45,0.49
2025-09,Germany,Europe,Partner TV,1084,0.757,18.1,4.6,0.38,0.165,108.0,0.543,19.0,17.32,0.714,7.94,0.508,0.64,0.592,0.527,0.418,0.45
2025-10,United States,North America,Smart TV OS,16976,0.98,23.4,7.2,0.539,0.26,180.6,0.544,21.6,33.28,0.884,9.7,0.548,0.756,0.71,0.645,0.533,0.59
2025-10,United States,North America,Streaming Stick,11665,0.691,17.0,4.7,0.352,0.226,109.3,0.62,22.4,33.4,0.751,9.99,0.565,0.688,0.635,0.564,0.444,0.57
2025-10,United States,North America,Streaming Box,6878,0.928,23.2,7.0,0.513,0.261,169.3,0.587,23.7,32.13,0.896,9.6,0.552,0.748,0.7,0.633,0.519,0.55
2025-10,United States,North America,Partner TV,5806,0.704,15.8,5.1,0.355,0.233,107.9,0.717,24.0,30.26,0.758,9.64,0.512,0.674,0.624,0.556,0.44,0.59
2025-10,Canada,North America,Smart TV OS,3877,0.98,22.8,6.3,0.504,0.212,168.2,0.691,21.5,23.25,0.785,8.8,0.572,0.753,0.707,0.644,0.533,0.5
2025-10,Canada,North America,Streaming Stick,2766,0.941,21.3,6.2,0.446,0.232,160.6,0.664,20.8,25.62,0.813,9.23,0.541,0.702,0.655,0.591,0.481,0.48
2025-10,Canada,North America,Streaming Box,1302,0.849,18.7,5.8,0.383,0.217,140.8,0.608,23.2,25.99,0.74,8.89,0.616,0.68,0.632,0.566,0.455,0.53
2025-10,Canada,North America,Partner TV,1432,0.821,17.8,5.5,0.354,0.218,117.0,0.638,20.4,22.98,0.797,8.99,0.576,0.697,0.647,0.579,0.463,0.54
2025-10,Mexico,Latin America,Smart TV OS,5200,0.98,21.3,5.6,0.446,0.131,162.3,0.698,22.9,8.76,0.818,4.9,0.497,0.661,0.619,0.56,0.46,0.26
2025-10,Mexico,Latin America,Streaming Stick,4158,0.805,20.6,5.6,0.411,0.125,145.7,0.7,25.7,9.18,0.828,5.03,0.503,0.643,0.598,0.536,0.431,0.27
2025-10,Mexico,Latin America,Streaming Box,2227,0.776,17.7,4.5,0.335,0.11,130.9,0.557,19.9,8.54,0.884,4.89,0.502,0.615,0.57,0.508,0.404,0.24
2025-10,Mexico,Latin America,Partner TV,2023,0.855,17.5,4.7,0.394,0.116,143.8,0.629,22.8,8.53,0.832,4.85,0.553,0.625,0.581,0.52,0.418,0.24
2025-10,Brazil,Latin America,Smart TV OS,6220,0.98,23.6,6.0,0.47,0.117,171.0,0.642,16.5,7.86,0.779,4.46,0.479,0.662,0.62,0.563,0.463,0.21
2025-10,Brazil,Latin America,Streaming Stick,4654,0.947,23.9,6.2,0.45,0.11,139.4,0.618,20.2,7.2,0.771,4.28,0.476,0.645,0.603,0.545,0.445,0.22
2025-10,Brazil,Latin America,Streaming Box,2189,0.98,22.1,6.2,0.515,0.129,164.1,0.721,23.5,8.03,0.861,4.59,0.579,0.663,0.623,0.566,0.468,0.24
2025-10,Brazil,Latin America,Partner TV,2466,0.69,16.5,5.0,0.341,0.115,122.5,0.703,23.6,8.15,0.786,4.52,0.607,0.603,0.557,0.495,0.391,0.21
2025-10,United Kingdom,Europe,Smart TV OS,4184,0.98,26.6,7.6,0.528,0.224,167.9,0.716,23.2,19.95,0.801,8.33,0.533,0.732,0.689,0.63,0.526,0.44
2025-10,United Kingdom,Europe,Streaming Stick,3267,0.817,20.7,5.3,0.4,0.206,131.1,0.523,19.3,19.27,0.748,8.12,0.523,0.681,0.633,0.569,0.458,0.48
2025-10,United Kingdom,Europe,Streaming Box,1703,0.853,20.4,6.2,0.455,0.202,144.0,0.688,16.8,22.08,0.703,8.14,0.601,0.697,0.649,0.583,0.471,0.52
2025-10,United Kingdom,Europe,Partner TV,1658,0.692,17.8,5.1,0.318,0.174,111.1,0.608,17.5,21.26,0.793,8.62,0.569,0.661,0.611,0.543,0.429,0.47
2025-10,Germany,Europe,Smart TV OS,2889,0.961,20.8,5.7,0.434,0.178,139.7,0.655,24.0,18.24,0.795,8.04,0.559,0.681,0.637,0.576,0.471,0.44
2025-10,Germany,Europe,Streaming Stick,2365,0.843,19.7,6.0,0.461,0.17,151.7,0.697,21.4,17.17,0.721,8.34,0.482,0.68,0.634,0.571,0.463,0.45
2025-10,Germany,Europe,Streaming Box,1179,0.98,27.0,7.0,0.563,0.196,197.0,0.658,22.4,18.55,0.79,8.18,0.566,0.723,0.683,0.628,0.53,0.43
2025-10,Germany,Europe,Partner TV,1181,0.719,16.1,4.4,0.345,0.166,120.2,0.658,16.8,17.89,0.821,8.13,0.594,0.635,0.588,0.523,0.414,0.49
2025-11,United States,North America,Smart TV OS,21267,0.843,19.4,5.8,0.425,0.233,138.9,0.559,20.1,28.81,0.889,9.51,0.531,0.713,0.664,0.598,0.484,0.57
2025-11,United States,North America,Streaming Stick,16420,0.807,19.1,6.0,0.367,0.26,147.9,0.604,22.6,32.1,0.815,10.41,0.445,0.72,0.67,0.6,0.483,0.53
2025-11,United States,North America,Streaming Box,7297,0.942,20.2,5.3,0.48,0.248,156.9,0.583,24.8,32.3,0.878,10.0,0.588,0.733,0.685,0.619,0.504,0.59
2025-11,United States,North America,Partner TV,7711,0.78,16.8,4.8,0.371,0.225,126.3,0.727,25.2,30.13,0.872,10.03,0.573,0.691,0.64,0.571,0.454,0.51
2025-11,Canada,North America,Smart TV OS,4528,0.946,22.1,6.0,0.413,0.212,151.7,0.757,16.9,21.95,0.83,8.71,0.496,0.708,0.662,0.598,0.488,0.47
2025-11,Canada,North America,Streaming Stick,3179,0.887,18.5,6.2,0.406,0.227,139.2,0.702,21.9,26.35,0.821,8.64,0.563,0.714,0.665,0.598,0.483,0.48
2025-11,Canada,North America,Streaming Box,1753,0.881,20.3,5.6,0.409,0.213,148.6,0.555,17.4,24.11,0.87,8.61,0.599,0.701,0.655,0.591,0.481,0.46
2025-11,Canada,North America,Partner TV,1685,0.728,18.2,4.3,0.367,0.199,125.9,0.651,20.7,26.35,0.89,9.42,0.563,0.67,0.621,0.554,0.441,0.46
2025-11,Mexico,Latin America,Smart TV OS,6632,0.98,21.6,5.8,0.497,0.136,161.8,0.688,18.4,9.07,0.734,4.99,0.54,0.669,0.628,0.571,0.473,0.23
2025-11,Mexico,Latin America,Streaming Stick,5001,0.8,17.5,5.8,0.357,0.116,132.6,0.66,23.2,8.5,0.762,4.9,0.58,0.634,0.589,0.527,0.422,0.26
2025-11,Mexico,Latin America,Streaming Box,2704,0.98,24.3,6.4,0.534,0.134,165.1,0.578,19.1,9.62,0.797,5.15,0.471,0.671,0.629,0.572,0.472,0.26
2025-11,Mexico,Latin America,Partner TV,2847,0.788,17.5,4.5,0.349,0.122,116.9,0.669,21.5,8.91,0.865,5.16,0.571,0.619,0.574,0.511,0.407,0.27
2025-11,Brazil,Latin America,Smart TV OS,8480,0.92,23.9,6.4,0.428,0.123,155.7,0.705,25.1,7.02,0.816,4.56,0.58,0.632,0.59,0.534,0.436,0.21
2025-11,Brazil,Latin America,Streaming Stick,5887,0.909,21.3,5.8,0.404,0.111,143.2,0.575,21.4,8.13,0.785,4.54,0.574,0.628,0.585,0.527,0.427,0.21
2025-11,Brazil,Latin America,Streaming Box,3158,0.98,24.9,5.8,0.463,0.123,157.6,0.605,19.0,7.74,0.758,4.4,0.564,0.656,0.616,0.559,0.461,0.2
2025-11,Brazil,Latin America,Partner TV,3136,0.83,20.4,5.2,0.381,0.112,140.3,0.638,21.9,8.05,0.756,4.48,0.524,0.622,0.578,0.517,0.415,0.23
2025-11,United Kingdom,Europe,Smart TV OS,5373,0.969,24.2,5.4,0.464,0.213,153.5,0.619,20.3,21.04,0.805,8.08,0.549,0.717,0.671,0.607,0.496,0.51
2025-11,United Kingdom,Europe,Streaming Stick,4368,0.741,17.7,5.0,0.344,0.18,123.6,0.593,20.4,20.65,0.843,8.47,0.574,0.671,0.623,0.556,0.444,0.43
2025-11,United Kingdom,Europe,Streaming Box,1885,0.947,21.5,5.4,0.458,0.196,145.4,0.509,16.2,20.6,0.792,8.46,0.501,0.716,0.669,0.605,0.494,0.5
2025-11,United Kingdom,Europe,Partner TV,1977,0.58,14.0,3.7,0.283,0.182,101.4,0.619,23.0,20.93,0.778,8.75,0.641,0.63,0.579,0.509,0.394,0.44
2025-11,Germany,Europe,Smart TV OS,3994,0.855,19.0,6.1,0.439,0.17,154.5,0.629,17.8,16.57,0.782,8.23,0.453,0.672,0.627,0.564,0.458,0.46
2025-11,Germany,Europe,Streaming Stick,3150,0.98,21.5,5.5,0.477,0.172,151.0,0.669,21.7,16.87,0.768,7.65,0.51,0.704,0.66,0.598,0.492,0.47
2025-11,Germany,Europe,Streaming Box,1354,0.98,22.0,5.6,0.452,0.166,171.4,0.616,25.8,16.32,0.869,8.21,0.51,0.7,0.656,0.594,0.488,0.42
2025-11,Germany,Europe,Partner TV,1610,0.762,17.5,5.0,0.385,0.16,129.4,0.614,24.5,16.27,0.873,8.23,0.516,0.647,0.599,0.534,0.424,0.42
2025-12,United States,North America,Smart TV OS,21129,0.913,21.7,4.9,0.386,0.239,141.1,0.609,18.8,34.03,0.749,10.0,0.57,0.734,0.684,0.615,0.497,0.58
2025-12,United States,North America,Streaming Stick,16559,0.867,22.4,5.6,0.454,0.23,152.9,0.515,18.9,33.28,0.804,9.85,0.644,0.713,0.664,0.598,0.484,0.51
2025-12,United States,North America,Streaming Box,7333,0.87,22.9,5.3,0.488,0.234,151.0,0.684,24.1,31.38,0.718,10.08,0.563,0.717,0.669,0.603,0.491,0.57
2025-12,United States,North America,Partner TV,8211,0.608,14.9,3.6,0.257,0.214,87.7,0.622,21.2,33.91,0.793,10.31,0.552,0.656,0.603,0.531,0.412,0.56
2025-12,Canada,North America,Smart TV OS,4759,0.98,25.8,6.4,0.539,0.21,170.5,0.641,16.6,25.16,0.767,9.37,0.596,0.742,0.697,0.634,0.525,0.54
2025-12,Canada,North America,Streaming Stick,3357,0.718,18.5,4.2,0.329,0.212,109.9,0.578,23.3,26.16,0.811,9.33,0.559,0.674,0.625,0.557,0.442,0.53
2025-12,Canada,North America,Streaming Box,1541,0.819,19.7,4.5,0.432,0.202,138.6,0.676,18.4,24.2,0.815,9.42,0.531,0.703,0.653,0.585,0.47,0.5
2025-12,Canada,North America,Partner TV,1568,0.655,15.5,4.1,0.306,0.199,110.6,0.712,18.0,25.9,0.838,9.01,0.535,0.65,0.6,0.532,0.419,0.47
2025-12,Mexico,Latin America,Smart TV OS,7478,0.98,26.6,6.3,0.48,0.126,179.3,0.641,22.5,8.75,0.757,4.83,0.553,0.686,0.645,0.588,0.488,0.23
2025-12,Mexico,Latin America,Streaming Stick,5562,0.794,19.6,4.4,0.375,0.129,130.1,0.62,17.6,8.77,0.817,5.11,0.563,0.635,0.59,0.528,0.423,0.24
2025-12,Mexico,Latin America,Streaming Box,2369,0.887,18.4,5.6,0.413,0.119,133.9,0.625,17.9,8.35,0.753,4.76,0.592,0.651,0.607,0.546,0.442,0.27
2025-12,Mexico,Latin America,Partner TV,2557,0.733,18.1,5.0,0.4,0.115,118.4,0.596,24.8,9.74,0.698,4.97,0.547,0.62,0.575,0.513,0.409,0.25
2025-12,Brazil,Latin America,Smart TV OS,7232,0.842,21.7,6.4,0.439,0.112,146.7,0.547,16.4,7.99,0.842,4.45,0.532,0.629,0.586,0.527,0.426,0.24
2025-12,Brazil,Latin America,Streaming Stick,5581,0.867,18.5,5.7,0.458,0.11,131.8,0.657,21.0,7.73,0.743,4.37,0.585,0.635,0.591,0.531,0.428,0.24
2025-12,Brazil,Latin America,Streaming Box,3081,0.727,18.3,4.4,0.389,0.102,115.6,0.601,21.2,8.03,0.719,4.31,0.557,0.609,0.564,0.503,0.399,0.21
2025-12,Brazil,Latin America,Partner TV,2996,0.624,16.2,4.5,0.286,0.104,104.6,0.597,20.1,7.03,0.796,4.41,0.529,0.587,0.541,0.478,0.375,0.22
2025-12,United Kingdom,Europe,Smart TV OS,5084,0.881,19.7,5.5,0.443,0.19,143.7,0.636,23.7,22.47,0.858,8.54,0.493,0.71,0.663,0.599,0.488,0.5
2025-12,United Kingdom,Europe,Streaming Stick,4166,0.755,18.2,4.5,0.374,0.172,120.5,0.639,19.7,19.1,0.779,8.91,0.494,0.665,0.615,0.548,0.435,0.47
2025-12,United Kingdom,Europe,Streaming Box,2260,0.92,20.0,6.2,0.423,0.181,134.6,0.62,23.5,22.13,0.733,8.09,0.574,0.705,0.658,0.593,0.482,0.53
2025-12,United Kingdom,Europe,Partner TV,1969,0.687,16.8,3.9,0.343,0.181,116.6,0.647,24.8,19.58,0.921,8.79,0.562,0.639,0.59,0.523,0.412,0.51
2025-12,Germany,Europe,Smart TV OS,3991,0.98,23.2,7.3,0.563,0.187,189.8,0.618,25.1,18.52,0.803,7.78,0.618,0.734,0.691,0.632,0.527,0.47
2025-12,Germany,Europe,Streaming Stick,2826,0.897,21.9,5.4,0.394,0.171,135.4,0.512,22.5,18.72,0.726,8.28,0.498,0.669,0.623,0.56,0.452,0.41
2025-12,Germany,Europe,Streaming Box,1609,0.818,18.2,5.5,0.395,0.155,127.8,0.583,21.1,16.98,0.84,8.1,0.538,0.656,0.61,0.546,0.438,0.41
2025-12,Germany,Europe,Partner TV,1408,0.621,14.4,3.9,0.314,0.157,102.1,0.692,22.9,16.83,0.89,7.75,0.55,0.621,0.573,0.507,0.397,0.45
